session,roll_num,date,issue,question,result,title
115,175,20-Mar,H R 1252,"On Motion to Suspend the Rules and Pass, as Amended",P,DHS Acquisition Authorities Act of 2017
115,174,20-Mar,H R 1249,"On Motion to Suspend the Rules and Pass, as Amended",P,DHS Multiyear Acquisition Strategy Act of 2017
115,173,20-Mar,H R 1294,On Motion to Suspend the Rules and Pass,P,Reducing DHS Acquisition Cost Growth Act
115,172,17-Mar,JOURNAL,On Approving the Journal,P, 
115,171,17-Mar,H R 1367,On Passage,P,"To improve the authority of the Secretary of Veterans Affairs to hire and retain physicians and other employees of the Department of Veterans Affairs, and for other purposes"
115,170,17-Mar,H R 1367,On Agreeing to the Amendment,A,Hanabusa of Hawaii Part B Amendment No. 11
115,169,16-Mar,H R 1181,On Passage,P,Veterans 2nd Amendment Protection Act
115,168,16-Mar,H R 1259,On Passage,P,VA Accountability First Act
115,167,16-Mar,H R 1259,On Motion to Recommit with Instructions,F,VA Accountability First Act
115,166,16-Mar,H R 1259,On Agreeing to the Amendment,F,Takano of California Part A Amendment No. 9
115,165,16-Mar,H R 1259,On Agreeing to the Amendment,F,Walz of Minnesota Part A Amendment No. 2
115,164,16-Mar,JOURNAL,On Approving the Journal,P, 
115,163,16-Mar,H RES 198,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 1259, the VA Accountability First Act of 2017; H.R. 1367, to improve the authority of the Secretary of Veterans Affairs to hire and retain physicians and other employees of the Department of Veterans Affairs; and H.R. 1181, theVeterans 2nd Amendment Protection Act"
115,162,16-Mar,H RES 198,On Ordering the Previous Question,P,"Providing for consideration of H.R. 1259, the VA Accountability First Act of 2017; H.R. 1367, to improve the authority of the Secretary of Veterans Affairs to hire and retain physicians and other employees of the Department of Veterans Affairs; and H.R. 1181, theVeterans 2nd Amendment Protection Act"
115,161,15-Mar,MOTION,Table Appeal of the Ruling of the Chair,P, 
115,160,15-Mar,H R 648,On Motion to Suspend the Rules and Pass,P,To authorize the Secretary of the Interior to amend the Definite Plan Report for the Seedskadee Project to enable the use of the active capacity of the Fontenelle Reservoir
115,159,15-Mar,H R 132,On Motion to Suspend the Rules and Pass,P,Arbuckle Project Maintenance Complex and District Office Conveyance Act of 2017
115,158,10-Mar,H R 720,On Passage,P,Lawsuit Abuse Reduction Act
115,157,10-Mar,H R 720,On Motion to Recommit with Instructions,F,Lawsuit Abuse Reduction Act
115,156,10-Mar,H R 720,On Agreeing to the Amendment,F,Jeffries of New York Part A Amendment No. 4
115,155,10-Mar,H R 720,On Agreeing to the Amendment,F,Conyers of Michigan Part A Amendment No. 3
115,154,10-Mar,H R 720,On Agreeing to the Amendment,F,Jackson Lee of Texas Part A Amendment No. 2
115,153,10-Mar,H R 720,On Agreeing to the Amendment,F,Soto of Florida Part A Amendment No. 1
115,152,9-Mar,H R 725,On Passage,P,Innocent Party Protection Act
115,151,9-Mar,H R 725,On Motion to Recommit with Instructions,F,Innocent Party Protection Act
115,150,9-Mar,H R 725,On Agreeing to the Amendment,F,Cartwright of Pennsylvania Amendment No. 2
115,149,9-Mar,H R 725,On Agreeing to the Amendment,F,Soto of Florida Amendment No. 1
115,148,9-Mar,H R 985,On Passage,P,Fairness in Class Action Litigation Act
115,147,9-Mar,H R 985,On Motion to Recommit with Instructions,F,Fairness in Class Action Litigation Act
115,146,9-Mar,H R 985,On Agreeing to the Amendment,F,Espaillat of New York Part B Amendment No. 8
115,145,9-Mar,H R 985,On Agreeing to the Amendment,F,Jackson Lee of Texas Part B Amendment No. 7
115,144,9-Mar,H R 985,On Agreeing to the Amendment,F,Conyers of Michigan Part B Amendment No. 6
115,143,9-Mar,H R 985,On Agreeing to the Amendment,F,Johnson of Georgia Part B Amendment No. 5
115,142,9-Mar,H R 985,On Agreeing to the Amendment,F,Soto of Florida Part B Amendment No. 4
115,141,9-Mar,H R 985,On Agreeing to the Amendment,F,Deutch of Florida Part B Amendment No. 3
115,140,9-Mar,H R 985,On Agreeing to the Amendment,F,Deutch of Florida Part B Amendment No. 2
115,139,9-Mar,H RES 180,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 720, the Lawsuit Abuse Reduction Act of 2017; and providing for consideration of H.R. 985, the Fairness in Class Action Litigation Act of 2017"
115,138,9-Mar,H RES 180,On Ordering the Previous Question,P,"Providing for consideration of H.R. 720, the Lawsuit Abuse Reduction Act of 2017; and providing for consideration of H.R. 985, the Fairness in Class Action Litigation Act of 2017"
115,137,8-Mar,ADJOURN,On Motion to Adjourn,P, 
115,136,8-Mar,H R 1301,On Passage,P,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes"
115,135,8-Mar,ADJOURN,On Motion to Adjourn,F, 
115,134,8-Mar,ADJOURN,On Motion to Adjourn,F, 
115,133,8-Mar,H RES 174,On Agreeing to the Resolution,P,"Providing for consideration of the bill (H.R. 1301) making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes"
115,132,8-Mar,ADJOURN,On Motion to Adjourn,F, 
115,131,8-Mar,H RES 174,On Ordering the Previous Question,P,"Providing for consideration of the bill (H.R. 1301) making appropriations for the Department of Defense for the fiscal year ending September 30, 2017, and for other purposes"
115,130,8-Mar,H RES 175,On Agreeing to the Resolution,P,"Providing for consideration of the bill (H.R. 725) to amend title 28, United States Code, to prevent fraudulent joinder"
115,129,8-Mar,H RES 175,On Ordering the Previous Question,P,"Providing for consideration of the bill (H.R. 725) to amend title 28, United States Code, to prevent fraudulent joinder"
115,128,7-Mar,MOTION,Table Appeal of the Ruling of the Chair,P, 
115,127,7-Mar,H R 1362,On Motion to Suspend the Rules and Pass,P,"To name the Department of Veterans Affairs community-based outpatient clinic in Pago Pago, American Samoa, the Faleomavaega Eni Faauaa Hunkin VA Clinic"
115,126,2-Mar,H R 1004,On Passage,P,Regulatory Integrity Act
115,125,2-Mar,H R 1004,On Motion to Recommit with Instructions,F,Regulatory Integrity Act
115,124,2-Mar,H R 1004,On Agreeing to the Amendment,F,Jackson Lee of Texas Part A Amendment No. 3
115,123,2-Mar,H R 1004,On Agreeing to the Amendment,A,Farenthold of Texas Part A Amendment No. 2
115,122,2-Mar,H R 1004,On Agreeing to the Amendment,F,Jackson Lee of Texas Part A Amendment No. 1
115,121,1-Mar,H J RES 83,On Passage,P,Disapproving the rule submitted by the Department of Labor relating to Clarification of Employers Continuing Obligation to Make and Maintain an Accurate Record of Each Recordable Injury and Illness
115,120,1-Mar,H R 1009,On Passage,P,"OIRA Insight, Reform, and Accountability Act"
115,119,1-Mar,H R 1009,On Motion to Recommit with Instructions,F,"OIRA Insight, Reform, and Accountability Act"
115,118,1-Mar,H R 1009,On Agreeing to the Amendment,F,Connolly of Virginia Part B Amendment No. 6
115,117,1-Mar,H R 1009,On Agreeing to the Amendment,A,Young of Iowa Part B Amendment No. 3
115,116,1-Mar,H RES 156,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 1004, the Regulatory Integrity Act of 2017; and H.R. 1009, the OIRA Insight, Reform, and Accountability Act"
115,115,1-Mar,H RES 156,On Ordering the Previous Question,P,"Providing for consideration of H.R. 1004, the Regulatory Integrity Act of 2017; and H.R. 1009, the OIRA Insight, Reform, and Accountability Act"
115,114,1-Mar,H R 998,On Passage,P,SCRUB Act
115,113,1-Mar,H R 998,On Motion to Recommit with Instructions,F,SCRUB Act
115,112,1-Mar,H R 998,On Agreeing to the Amendment,F,Cummings of Maryland Amendment No. 12
115,111,1-Mar,H R 998,On Agreeing to the Amendment,F,Moore of Wisconsin Amendment No. 11
115,110,1-Mar,H R 998,On Agreeing to the Amendment,F,Raskin of Maryland Amendment No. 10
115,109,1-Mar,H R 998,On Agreeing to the Amendment,F,Bonamici of Oregon Amendment No. 8
115,108,28-Feb,H R 998,On Agreeing to the Amendment,F,Krishnamoorthi of Illinois Amendment No. 7
115,107,28-Feb,H R 998,On Agreeing to the Amendment,F,Krishnamoorthi of Illinois Amendment No. 6
115,106,28-Feb,H R 998,On Agreeing to the Amendment,F,Plaskett of Virgin Islands Amendment No. 4
115,105,28-Feb,H R 998,On Agreeing to the Amendment,A,DeSaulnier of California Amendment No. 2
115,104,28-Feb,H RES 150,On Agreeing to the Resolution,P,"Providing for consideration of the bill (H.R. 998) SCRUB Act, and providing for consideration of (H.J.Res. 83) disapproving the rule submitted by the Department of Labor relating to Clarification of Employers Continuing Obligation to Make and Maintain an Accurate Record of Each Recordable Injury and Illness"
115,103,28-Feb,H RES 150,On Ordering the Previous Question,P,"Providing for consideration of the bill (H.R. 998) SCRUB Act, and providing for consideration of (H.J.Res. 83) disapproving the rule submitted by the Department of Labor relating to Clarification of Employers Continuing Obligation to Make and Maintain an Accurate Record of Each Recordable Injury and Illness"
115,102,27-Feb,H R 863,On Motion to Suspend the Rules and Pass,P,"To facilitate the addition of park administration at the Coltsville National Historical Park, and for other purposes"
115,101,27-Feb,MOTION,Table Appeal of the Ruling of the Chair,P, 
115,100,27-Feb,H R 699,On Motion to Suspend the Rules and Pass,P,Mount Hood Cooper Spur Land Exchange Clarification Act
115,99,16-Feb,H J RES 43,On Passage,P,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule submitted by Secretary of Health and Human Services relating to compliance with title X requirements by project recipients in selecting subrecipients"
115,98,16-Feb,H J RES 69,On Passage,P,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule of the Department of the Interior relating to Non-Subsistence Take of Wildlife, and Public Participation and Closure Procedures, on National Wildlife Refuges in Alaska"
115,97,15-Feb,H J RES 42,On Passage,P,Disapproving the rule submitted by the Department of Labor relating to drug testing of unemployment compensation applicants
115,96,15-Feb,H J RES 66,On Passage,P,Disapproving the rule submitted by the Department of Labor relating to savings arrangements established by States for non-governmental employees.
115,95,15-Feb,H J RES 67,On Passage,P,Disapproving the rule submitted by the Department of Labor relating to savings arrangements established by qualified State political subdivisions for non-governmental employees.
115,94,15-Feb,H RES 123,On Agreeing to the Resolution,P,"Providing for consideration of H.J. Res. 43 and H.J. Res. 69, and providing for proceedings during the period from February 17, 2017, through February 24, 2017"
115,93,15-Feb,H RES 123,On Ordering the Previous Question,P,"Providing for consideration of H.J. Res. 43 and H.J. Res. 69, and providing for proceedings during the period from February 17, 2017, through February 24, 2017"
115,92,14-Feb,H R 428,On Passage,P,Red River Gradient Boundary Survey Act
115,91,14-Feb,H RES 116,On Agreeing to the Resolution,P,Providing for consideration of H.J.Res. 66 and H.J.Res. 67
115,90,14-Feb,H RES 116,On Ordering the Previous Question,P,Providing for consideration of H.J.Res. 66 and H.J.Res. 67
115,89,14-Feb,H RES 99,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 428, the Red River Gradient Boundary Survey Act and H.J.Res. 42, disapproving the rule submitted by the Department of Labor relating to drug testing of unemployment compensation applications"
115,88,14-Feb,H RES 99,On Ordering the Previous Question,P,"Providing for consideration of H.R. 428, the Red River Gradient Boundary Survey Act and H.J.Res. 42, disapproving the rule submitted by the Department of Labor relating to drug testing of unemployment compensation applications"
115,87,13-Feb,H R 974,On Motion to Suspend the Rules and Pass,P,BRAVE Act
115,86,13-Feb,H R 244,"On Motion to Suspend the Rules and Pass, as Amended",P,HIRE Vets Act
115,85,7-Feb,H J RES 58,On Passage,P,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to teacher preparation issues"
115,84,7-Feb,H J RES 57,On Passage,P,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to accountability and State plans under the Elementary and Secondary Education Act of 1965"
115,83,7-Feb,H J RES 44,On Passage,P,"Disapproving the rule submitted by the Department of the Interior relating to Bureau of Land Management regulations that establish the procedures used to prepare, revise, or amend land use plans pursuant to the Federal Land Policy and Management Act of 1976"
115,82,7-Feb,H RES 91,On Agreeing to the Resolution,P,"Providing for consideration of H.J.Res 44, H.J.Res. 57, and H.J.Res 58."
115,81,7-Feb,H RES 91,On Ordering the Previous Question,P,"Providing for consideration of H.J.Res 44, H.J.Res. 57, and H.J.Res 58."
115,80,6-Feb,H R 337,On Motion to Suspend the Rules and Pass,P,Black Hills National Cemetery Boundary Expansion Act
115,79,6-Feb,H R 689,On Motion to Suspend the Rules and Pass,P,Bolts Ditch Access and Use Act
115,78,3-Feb,H J RES 36,On Passage,P,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule of the Bureau of Land Management relating to Waste Prevention, Production Subject to Royalties, and Resource Conservation"
115,77,2-Feb,H J RES 40,On Passage,P,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Social Security Administration relating to Implementation of the NICS Improvement Amendments Act of 2007"
115,76,2-Feb,H J RES 37,On Passage,P,"Disapproving the rule submitted by the Department of Defense, the General Services Administration, and the National Aeronautics and Space Administration relating to the Federal Acquisition Regulation"
115,75,2-Feb,H RES 74,On Agreeing to the Resolution,P,"Providing for consideration of H.J. Res. 36, congressional disapproval under chapter 8 of title 5, U.S.C., of the final rule of the BLM relating to Waste Prevention; and providing for consideration of H.J. Res. 37, disapproving the rule submitted by DOD, GSA, and NASA, relating to the Federal Acquisition Regulation"
115,74,2-Feb,H RES 74,On Ordering the Previous Question,P,"Providing for consideration of H.J. Res. 36, congressional disapproval under chapter 8 of title 5, U.S.C., of the final rule of the BLM relating to Waste Prevention; and providing for consideration of H.J. Res. 37, disapproving the rule submitted by DOD, GSA, and NASA, relating to the Federal Acquisition Regulation"
115,73,1-Feb,H J RES 38,On Passage,P,Disapproving the rule submitted by the Department of the Interior known as the Stream Protection Rule
115,72,1-Feb,H J RES 41,On Passage,P,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of a rule submitted by the Securities and Exchange Commission relating to Disclosure of Payments by Resource Extraction Issuers"
115,71,1-Feb,H RES 71,On Agreeing to the Resolution,P,"Providing for consideration of (H.J.Res. 41) disapproval of a rule submitted by the SEC relating to Disclosure of Payments by Resource Extraction Issuers, and consideration of (H.J.Res. 40) disapproval of the rule submitted by the SSA relating to Implementation of the NICS Improvement Amendments Act of 2007"
115,70,1-Feb,H RES 71,On Ordering the Previous Question,P,"Providing for consideration of (H.J.Res. 41) disapproval of a rule submitted by the SEC relating to Disclosure of Payments by Resource Extraction Issuers, and consideration of (H.J.Res. 40) disapproval of the rule submitted by the SSA relating to Implementation of the NICS Improvement Amendments Act of 2007"
115,69,31-Jan,H RES 70,On Agreeing to the Resolution,P,"Providing for consideration of H.J. Res. 38, disapproving the rule submitted by the Department of the Interior known as the Stream Protection Rule"
115,68,31-Jan,H RES 70,On Ordering the Previous Question,P,"Providing for consideration of H.J. Res. 38, disapproving the rule submitted by the Department of the Interior known as the Stream Protection Rule"
115,67,30-Jan,H R 538,"On Motion to Suspend the Rules and Pass, as Amended",P,Ocmulgee Mounds National Historical Park Boundary Revision Act of 2017
115,66,30-Jan,H R 374,On Motion to Suspend the Rules and Pass,P,To remove the sunset provision of section 203 of Public Law 105-384 and for other purposes
115,65,24-Jan,H R 7,On Passage,P,To prohibit taxpayer funded abortions
115,64,24-Jan,H R 7,On Motion to Recommit with Instructions,F,To prohibit taxpayer funded abortions
115,63,24-Jan,H RES 55,On Agreeing to the Resolution,P,Providing for consideration of the bill (H.R. 7) to prohibit taxpayer funded abortions
115,62,24-Jan,H RES 55,On Ordering the Previous Question,P,Providing for consideration of the bill (H.R. 7) to prohibit taxpayer funded abortions
115,61,23-Jan,H R 582,On Motion to Suspend the Rules and Pass,P,Karis Law Act
115,60,23-Jan,H R 423,On Motion to Suspend the Rules and Pass,P,Anti-Spoofing Act
115,59,13-Jan,S 84,On Passage,P,To provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces
115,58,13-Jan,S CON RES 3,On Agreeing to the Resolution,P,Setting forth the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026
115,57,13-Jan,S CON RES 3,On Agreeing to the Amendment,F,Yarmuth of Kentucky Amendment No. 1
115,56,13-Jan,H RES 48,On Agreeing to the Resolution,P,"Providing for consideration of S.Con.Res 3, setting forth the congressional budget for the United States Government for fiscal year 2017 and for other purposes; and S. 84, to provide for an exception to a limitation against appointment of persons as Secretary of Defense within 7 years of relief from active duty"
115,55,13-Jan,H RES 48,On Ordering the Previous Question,P,"Providing for consideration of S.Con.Res 3, setting forth the congressional budget for the United States Government for fiscal year 2017 and for other purposes; and S. 84, to provide for an exception to a limitation against appointment of persons as Secretary of Defense within 7 years of relief from active duty"
115,54,12-Jan,H R 238,On Passage,P,Commodity End-User Relief Act
115,53,12-Jan,H R 238,On Motion to Recommit with Instructions,F,Commodity End-User Relief Act
115,52,12-Jan,H R 238,On Agreeing to the Amendment,A,Conaway of Texas Part B Amendment No. 4
115,51,12-Jan,H R 78,On Passage,P,SEC Regulatory Accountability Act
115,50,12-Jan,H R 78,On Motion to Recommit with Instructions,F,SEC Regulatory Accountability Act
115,49,12-Jan,H R 78,On Agreeing to the Amendment,F,Raskin of Maryland Part A Amendment No. 5
115,48,12-Jan,H R 78,On Agreeing to the Amendment,F,DeSaulnier of California Part A Amendment No. 4
115,47,12-Jan,H R 78,On Agreeing to the Amendment,F,Al Green of Texas Part A Amendment No. 3
115,46,12-Jan,H R 78,On Agreeing to the Amendment,F,Al Green of Texas Part A Amendment No. 1
115,45,11-Jan,H R 5,On Passage,P,Regulatory Accountability Act of 2017
115,44,11-Jan,H R 5,On Motion to Recommit with Instructions,F,Regulatory Accountability Act of 2017
115,43,11-Jan,H R 5,On Agreeing to the Amendment,F,Grijalva of Arizona Part A Amendment No. 14
115,42,11-Jan,H R 5,On Agreeing to the Amendment,F,Tonko of New York Part A Amendment No. 13
115,41,11-Jan,H R 5,On Agreeing to the Amendment,F,Scott of Virginia Part A Amendment No. 12
115,40,11-Jan,H R 5,On Agreeing to the Amendment,F,Ruiz of California Part A Amendment No. 11
115,39,11-Jan,H R 5,On Agreeing to the Amendment,F,Johnson of Georgia Part A Amendment No. 10
115,38,11-Jan,H R 5,On Agreeing to the Amendment,F,Cicilline of Rhode Island Part A Amendment No. 9
115,37,11-Jan,H R 5,On Agreeing to the Amendment,F,Castor of Florida Part A Amendment No. 8
115,36,11-Jan,H R 5,On Agreeing to the Amendment,A,Peterson of Minnesota Part A Amendment No. 5
115,35,11-Jan,H R 5,On Agreeing to the Amendment,A,Goodlatte of Virginia Part A Amendment No. 1
115,34,11-Jan,H R 39,On Motion to Suspend the Rules and Pass,P,Tested Ability to Leverage Exceptional National Talent Act
115,33,11-Jan,H RES 40,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 78, the SEC Regulatory Accountability Act; H.R. 238, the Commodity End-User Relief Act; and for other purposes"
115,32,11-Jan,H RES 40,On Ordering the Previous Question,P,"Providing for consideration of H.R. 78, the SEC Regulatory Accountability Act; H.R. 238, the Commodity End-User Relief Act; and for other purposes"
115,31,10-Jan,H R 79,On Passage,P,Helping Angels Lead Our Startups (HALOS) Act
115,30,10-Jan,H R 79,On Agreeing to the Amendment,F,Clay of Missouri Part B Amendment No. 2
115,29,10-Jan,H R 79,On Agreeing to the Amendment,F,Velazquez of New York Part B Amendment No. 1
115,28,10-Jan,JOURNAL,On Approving the Journal,P, 
115,27,10-Jan,H RES 33,On Agreeing to the Resolution,P,Providing for consideration of the bill (H.R. 5) Regulatory Accountability Act of 2017 and providing for consideration of the bill (H.R. 79) to clarify the definition of general solicitation under Federal securities law
115,26,10-Jan,H RES 33,On Ordering the Previous Question,P,Providing for consideration of the bill (H.R. 5) Regulatory Accountability Act of 2017 and providing for consideration of the bill (H.R. 79) to clarify the definition of general solicitation under Federal securities law
115,25,9-Jan,H R 304,On Motion to Suspend the Rules and Pass,P,Protecting Patient Access to Emergency Medications Act of 2017
115,24,9-Jan,H R 315,On Motion to Suspend the Rules and Pass,P,Improving Access to Maternity Care Act
115,23,5-Jan,H R 26,On Passage,P,Regulations from the Executive in Need of Scrutiny Act of 2017
115,22,5-Jan,H R 26,On Motion to Recommit with Instructions,F,Regulations from the Executive in Need of Scrutiny Act of 2017
115,21,5-Jan,H R 26,On Agreeing to the Amendment,A,King of Iowa Amendment No. 12
115,20,5-Jan,H R 26,On Agreeing to the Amendment,F,Scott of Virginia Amendment No. 11
115,19,5-Jan,H R 26,On Agreeing to the Amendment,F,McNerney of California Amendment No. 10
115,18,5-Jan,H R 26,On Agreeing to the Amendment,F,Nadler of New York Amendment No. 9
115,17,5-Jan,H R 26,On Agreeing to the Amendment,F,Johnson of Georgia Amendment No. 7
115,16,5-Jan,H R 26,On Agreeing to the Amendment,F,Conyers of Michigan Amendment No. 6
115,15,5-Jan,H R 26,On Agreeing to the Amendment,F,Cicilline of Rhode Island Amendment No. 5
115,14,5-Jan,H R 26,On Agreeing to the Amendment,F,Castor of Florida Amendment No. 4
115,13,5-Jan,H R 26,On Agreeing to the Amendment,F,Grijalva of Arizona Amendment No. 3
115,12,5-Jan,H R 26,On Agreeing to the Amendment,A,Messer of Indiana Amendment No. 2
115,11,5-Jan,H RES 11,On Agreeing to the Resolution,P,"Objecting to United Nations Security Council Resolution 2334 as an obstacle to Israeli-Palestinian peace, and for other purposes"
115,10,5-Jan,H RES 22,On Agreeing to the Resolution,P,"Providing for consideration of the bill (H.R. 26) Regulations from the Executive in Need of Scrutiny Act, and providing for consideration of the resolution (H.Res. 11) objecting to United Nations Security Council Resolution 2334 as an obstacle to Israeli-Palestinian peace, and for other purposes"
115,9,5-Jan,H RES 22,On Ordering the Previous Question,P,"Providing for consideration of the bill (H.R. 26) Regulations from the Executive in Need of Scrutiny Act, and providing for consideration of the resolution (H.Res. 11) objecting to United Nations Security Council Resolution 2334 as an obstacle to Israeli-Palestinian peace, and for other purposes"
115,8,4-Jan,H R 21,On Passage,P,Midnight Rules Relief Act of 2017
115,7,4-Jan,H R 21,On Motion to Recommit with Instructions,F,Midnight Rules Relief Act of 2017
115,6,3-Jan,H RES 5,On Agreeing to the Resolution,P,Adopting rules for the One Hundred Fifteenth Congress
115,5,3-Jan,H RES 5,Motion to Commit,F,Adopting rules for the One Hundred Fifteenth Congress
115,4,3-Jan,H RES 5,On Ordering the Previous Question,P,Adopting rules for the One Hundred Fifteenth Congress
115,3,3-Jan,H RES 5,Table Motion to Refer,P,Adopting rules for the One Hundred Fifteenth Congress
115,2,3-Jan,,Election of the Speaker,R, 
115,1,3-Jan,QUORUM,Call by States,P, 
116,500,21-Dec,S 3628,On Motion to Suspend the Rules and Pass,P,National Flood Insurance Program Extention Act
116,499,21-Dec,H CON RES 148,On Motion to Suspend the Rules and Agree,P,Correct Enrollment to S. 3628
116,498,21-Dec,MOTION,On Motion to Fix the Convening Time,P, 
116,497,21-Dec,H R 7388,On Motion to Suspend the Rules and Pass,F,National Flood Insurance Program Competition and Extension Act of 2018
116,496,21-Dec,S 3456,On Motion to Suspend the Rules and Pass,P,"To redesignate Hobe Sound National Wildlife Refuge as the Nathaniel P. Reed Hobe Sound National Wildlife Refuge, and for other purposes"
116,495,21-Dec,H R 6287,On Motion to Suspend the Rules and Concur in the Senate Amendment,P,9/11 Memorial Act
116,494,21-Dec,S 1934,On Motion to Suspend the Rules and Pass,F,Alaska Remote Generator Reliability and Protection Act
116,493,21-Dec,S 512,On Motion to Suspend the Rules and Pass,P,Nuclear Energy Innovation and Modernization Act
116,492,21-Dec,S 3247,On Motion to Suspend the Rules and Pass,P,Womens Entrepreneurship and Economic and Empowerment Act
116,491,21-Dec,S 1862,On Motion to Suspend the Rules and Pass,P,Trafficking Victims Protection Reauthorization Act
116,490,21-Dec,S 1580,On Motion to Suspend the Rules and Pass,P,Protecting Girls Access to Education in Vulnerable Settings Act
116,489,21-Dec,S 1158,On Motion to Suspend the Rules and Pass,P,Elie Wiesel Genocide and Atrocities Prevention Act
116,488,21-Dec,S 1023,On Motion to Suspend the Rules and Pass,P,Tropical Forest Conservation Reauthorization Act
116,487,21-Dec,H R 2200,On Motion to Suspend the Rules and Concur in the Senate Amendment,P,Frederick Douglass Trafficking Victims Prevention and Protection Reauthorization Act
116,486,21-Dec,S 3661,"On Motion to Suspend the Rules and Pass, as Amended",P,75th Anniversary of World War II Commemoration Act
116,485,21-Dec,S 3277,On Motion to Suspend the Rules and Pass,F,Space Frontier Act of 2019
116,484,21-Dec,H R 4174,On Motion to Suspend the Rules and Concur in the Senate Amendment,P,Foundations for Evidence-Based Policymaking Act
116,483,21-Dec,H CON RES 149,On Motion to Suspend the Rules and Agree,P,Directing the Clerk of the House of Representatives to make certain corrections in the enrollment of H.R. 4174
116,482,21-Dec,S 3191,On Motion to Suspend the Rules and Pass,P,Civil Rights Cold Case Records Collection Act
116,481,21-Dec,S 3031,On Motion to Suspend the Rules and Pass,P,Federal Personal Property Management Act
116,480,21-Dec,S 2276,On Motion to Suspend the Rules and Pass,P,GAO-IG Act
116,479,21-Dec,H R 7293,On Motion to Suspend the Rules and Pass,P,"To designate the facility of the United States Postal Service located at 770 Ayrault Road in Fairport, New York, as the Louise and Bob Slaughter Post Office"
116,478,21-Dec,S 3367,On Motion to Suspend the Rules and Pass,P,Department of Transportation Reports Harmonization Act
116,477,21-Dec,H R 7329,On Motion to Suspend the Rules and Pass,P,"To make technical corrections to provisions of law enacted by the Frank LoBiondo Coast Guard Authorization Act of 2018, and for other purposes"
116,476,21-Dec,H R 7319,On Motion to Suspend the Rules and Pass,P,"To amend the Federal Assets Sale and Transfer Act of 2016 to provide flexibility with respect to the leaseback of certain Federal real property, and for other purposes"
116,475,21-Dec,H R 7318,On Motion to Suspend the Rules and Pass,P,"To amend the Federal Assets Sale and Transfer Act of 2016 to ensure that the Public Buildings Reform Board has adequate time to carry out the responsibilities of the Board, and for other purposes"
116,474,21-Dec,H RES 1063,On Motion to Suspend the Rules and Agree,P,Designating room H-226 of the United States Capitol as the Lincoln Room
116,473,20-Dec,H R 6602,On Motion to Suspend the Rules and Pass,P,"To reauthorize the New Jersey Coastal Heritage Trail Route, and for other purposes"
116,472,20-Dec,H R 695,On Motion to Concur in the Senate Adt to the House Adt to the Senate Adt with Adt,P,Child Protection Improvements Act of 2017
116,471,20-Dec,H R 2606,On Motion to Suspend the Rules and Concur in the Senate Amendments,P,Stigler Act Amendments
116,470,20-Dec,H R 88,On Motion to Concur in the Senate Amendment with an Amendment,P,Shiloh National Military Park Boundary Adjustment and Parkers Crossroads Battlefield Designation Act
116,469,20-Dec,H RES 1183,On Agreeing to the Resolution,P,"Providing for consideration of the Senate amendment to the House amendment to the Senate amendment to H.R. 695, the Department of Defense Appropriations Act, 2018"
116,468,20-Dec,H RES 1183,On Ordering the Previous Question,P,"Providing for consideration of the Senate amendment to the House amendment to the Senate amendment to H.R. 695, the Department of Defense Appropriations Act, 2018"
116,467,20-Dec,MOTION,On Motion to Table,P, 
116,466,20-Dec,S 3777,On Motion to Suspend the Rules and Pass,P,Forever GI Bill Housing Payment Fulfillment Act
116,465,20-Dec,S 3444,On Motion to Suspend the Rules and Pass,P,Community-based outpatient clinic of the Department of Veterans Affairs as the Douglas Fournet Department of Veterans Affairs Clinic
116,464,20-Dec,H R 6418,"On Motion to Suspend the Rules and Pass, as Amended",P,VA Website Accessibility Act
116,463,20-Dec,S 2322,On Motion to Suspend the Rules and Pass,F,Codifying Useful Regulatory Definitions Act
116,462,20-Dec,H R 767,On Motion to Suspend the Rules and Concur in the Senate Amendment,P,"Stop, Observe, Ask, and Respond to Health and Wellness Act"
116,461,20-Dec,S 2200,On Motion to Suspend the Rules and Pass,P,National Integrated Drought Information System Reauthorization Act
116,460,20-Dec,S 7,On Motion to Suspend the Rules and Pass,P,NASA Enhanced Use Leasing Extension Act
116,459,20-Dec,H R 5509,On Motion to Suspend the Rules and Concur in the Senate Amendment,P,"Innovations in Mentoring, Training, and Apprenticeships"
