Committee,Subcommittee,Name,Title
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Luke Messer,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Bruce Poliquin,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",J. French Hill,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Tom Emmer,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Alexander X. Mooney,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Thomas MacArthur,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Warren Davidson,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Ted Budd,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Trey Hollingsworth,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Jeb Hensarling,Ex Officio
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Carolyn B. Maloney,Ranking Member
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Brad Sherman,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Stephen F. Lynch,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",David Scott,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",James A. Himes,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Keith Ellison,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Bill Foster,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Gregory W. Meeks,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Kyrsten Sinema,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Juan Vargas,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Josh Gottheimer,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Vicente Gonzalez,
House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets",Maxine Waters,Ex Officio
House Committee on Financial Services,Monetary Policy and Trade,Andy Barr,Chair
House Committee on Financial Services,Monetary Policy and Trade,Roger Williams,Vice Chair
House Committee on Financial Services,Monetary Policy and Trade,Frank D. Lucas,
House Committee on Financial Services,Monetary Policy and Trade,Bill Huizenga,
House Committee on Financial Services,Monetary Policy and Trade,Robert Pittenger,
House Committee on Financial Services,Monetary Policy and Trade,Mia B. Love,
House Committee on Financial Services,Monetary Policy and Trade,J. French Hill,
House Committee on Financial Services,Monetary Policy and Trade,Tom Emmer,
House Committee on Financial Services,Monetary Policy and Trade,Alexander X. Mooney,
House Committee on Financial Services,Monetary Policy and Trade,Warren Davidson,
House Committee on Financial Services,Monetary Policy and Trade,Claudia Tenney,
House Committee on Financial Services,Monetary Policy and Trade,Trey Hollingsworth,
House Committee on Financial Services,Monetary Policy and Trade,Jeb Hensarling,Ex Officio
House Committee on Financial Services,Monetary Policy and Trade,Gwen Moore,Ranking Member
House Committee on Financial Services,Monetary Policy and Trade,Gregory W. Meeks,
House Committee on Financial Services,Monetary Policy and Trade,Bill Foster,
House Committee on Financial Services,Monetary Policy and Trade,Brad Sherman,
House Committee on Financial Services,Monetary Policy and Trade,Al Green,
House Committee on Financial Services,Monetary Policy and Trade,Denny Heck,
House Committee on Financial Services,Monetary Policy and Trade,Daniel T. Kildee,
House Committee on Financial Services,Monetary Policy and Trade,Juan Vargas,
House Committee on Financial Services,Monetary Policy and Trade,Charlie Crist,
House Committee on Financial Services,Monetary Policy and Trade,Maxine Waters,Ex Officio
House Committee on the Budget,,Steve Womack,Chair
House Committee on the Budget,,Diane Black,
House Committee on the Budget,,Mario Diaz-Balart,
House Committee on the Budget,,Tom Cole,
House Committee on the Budget,,Tom McClintock,
House Committee on the Budget,,Todd Rokita,
House Committee on the Budget,,Rob Woodall,
House Committee on the Budget,,Mark Sanford,
House Committee on the Budget,,Dave Brat,
House Committee on the Budget,,Glenn Grothman,
House Committee on the Budget,,Gary J. Palmer,
House Committee on the Budget,,Bruce Westerman,
House Committee on the Budget,,James B. Renacci,
House Committee on the Budget,,Bill Johnson,
House Committee on the Budget,,Jason Smith,
House Committee on the Budget,,Jason Lewis,
House Committee on the Budget,,Jack Bergman,
House Committee on the Budget,,John J. Faso,
House Committee on the Budget,,Lloyd Smucker,
House Committee on the Budget,,Matt Gaetz,
House Committee on the Budget,,Jodey C. Arrington,
House Committee on the Budget,,A. Drew Ferguson IV,
House Committee on the Budget,,John A. Yarmuth,Ranking Member
House Committee on the Budget,,Barbara Lee,
House Committee on the Budget,,Seth Moulton,
House Committee on the Budget,,Hakeem S. Jeffries,
House Committee on the Budget,,Brian Higgins,
House Committee on the Budget,,Suzan K. DelBene,
House Committee on the Budget,,Debbie Wasserman Schultz,
House Committee on the Budget,,Brendan F. Boyle,
House Committee on the Budget,,Ro Khanna,
House Committee on the Budget,,Pramila Jayapal,
House Committee on the Budget,,Salud O. Carbajal,
House Committee on the Budget,,Sheila Jackson Lee,
House Committee on the Budget,,Janice D. Schakowsky,
House Committee on Education and Labor,,Virginia Foxx,Chair
House Committee on Education and Labor,,Joe Wilson,Vice Chair
House Committee on Education and Labor,,David P. Roe,
House Committee on Education and Labor,,Glenn Thompson,
House Committee on Education and Labor,,Tim Walberg,
House Committee on Education and Labor,,Brett Guthrie,
House Committee on Education and Labor,,Todd Rokita,
House Committee on Education and Labor,,Lou Barletta,
House Committee on Education and Labor,,Luke Messer,
House Committee on Education and Labor,,Bradley Byrne,
House Committee on Education and Labor,,Dave Brat,
House Committee on Education and Labor,,Glenn Grothman,
House Committee on Education and Labor,,Elise M. Stefanik,
House Committee on Education and Labor,,Rick W. Allen,
House Committee on Education and Labor,,Jason Lewis,
House Committee on Education and Labor,,Francis Rooney,
House Committee on Education and Labor,,Thomas A. Garrett Jr.,
House Committee on Education and Labor,,Lloyd Smucker,
House Committee on Education and Labor,,A. Drew Ferguson IV,
House Committee on Education and Labor,,Ron Estes,
House Committee on Education and Labor,,Karen C. Handel,
House Committee on Education and Labor,,Jim Banks,
House Committee on Education and Labor,,"Robert C. ""Bobby"" Scott",Ranking Member
House Committee on Education and Labor,,Susan A. Davis,
House Committee on Education and Labor,,Raul M. Grijalva,
House Committee on Education and Labor,,Joe Courtney,
House Committee on Education and Labor,,Marcia L. Fudge,
House Committee on Education and Labor,,Jared Polis,
House Committee on Education and Labor,,Gregorio Kilili Camacho Sablan,
House Committee on Education and Labor,,Frederica S. Wilson,
House Committee on Education and Labor,,Suzanne Bonamici,
House Committee on Education and Labor,,Mark Takano,
House Committee on Education and Labor,,Alma S. Adams,
House Committee on Education and Labor,,Mark DeSaulnier,
House Committee on Education and Labor,,Donald Norcross,
House Committee on Education and Labor,,Lisa Blunt Rochester,
House Committee on Education and Labor,,Raja Krishnamoorthi,
House Committee on Education and Labor,,Carol Shea-Porter,
House Committee on Education and Labor,,Adriano Espaillat,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Tim Walberg,Chair
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Joe Wilson,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",David P. Roe,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Todd Rokita,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Lou Barletta,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Rick W. Allen,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Jason Lewis,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Francis Rooney,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Lloyd Smucker,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",A. Drew Ferguson IV,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Ron Estes,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Jim Banks,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Gregorio Kilili Camacho Sablan,Ranking Member
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Frederica S. Wilson,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Donald Norcross,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Lisa Blunt Rochester,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Carol Shea-Porter,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Adriano Espaillat,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Joe Courtney,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Marcia L. Fudge,
House Committee on Education and Labor,"Health, Employment, Labor, and Pensions",Suzanne Bonamici,
House Committee on Education and Labor,Workforce Protections,Bradley Byrne,Chair
House Committee on Education and Labor,Workforce Protections,Joe Wilson,
House Committee on Education and Labor,Workforce Protections,Dave Brat,
House Committee on Education and Labor,Workforce Protections,Glenn Grothman,
House Committee on Education and Labor,Workforce Protections,Elise M. Stefanik,
House Committee on Education and Labor,Workforce Protections,Francis Rooney,
House Committee on Education and Labor,Workforce Protections,A. Drew Ferguson IV,
House Committee on Education and Labor,Workforce Protections,Karen C. Handel,
House Committee on Education and Labor,Workforce Protections,Mark Takano,Ranking Member
House Committee on Education and Labor,Workforce Protections,Raul M. Grijalva,
House Committee on Education and Labor,Workforce Protections,Alma S. Adams,
House Committee on Education and Labor,Workforce Protections,Mark DeSaulnier,
House Committee on Education and Labor,Workforce Protections,Donald Norcross,
House Committee on Education and Labor,Workforce Protections,Raja Krishnamoorthi,
House Committee on Education and Labor,Workforce Protections,Carol Shea-Porter,
House Committee on Education and Labor,Higher Education and Workforce Investment,Brett Guthrie,Chair
House Committee on Education and Labor,Higher Education and Workforce Investment,Glenn Thompson,
House Committee on Education and Labor,Higher Education and Workforce Investment,Lou Barletta,
House Committee on Education and Labor,Higher Education and Workforce Investment,Luke Messer,
House Committee on Education and Labor,Higher Education and Workforce Investment,Bradley Byrne,
House Committee on Education and Labor,Higher Education and Workforce Investment,Glenn Grothman,
House Committee on Education and Labor,Higher Education and Workforce Investment,Elise M. Stefanik,
House Committee on Education and Labor,Higher Education and Workforce Investment,Rick W. Allen,
House Committee on Education and Labor,Higher Education and Workforce Investment,Jason Lewis,
House Committee on Education and Labor,Higher Education and Workforce Investment,Thomas A. Garrett Jr.,
House Committee on Education and Labor,Higher Education and Workforce Investment,Lloyd Smucker,
House Committee on Education and Labor,Higher Education and Workforce Investment,Ron Estes,
House Committee on Education and Labor,Higher Education and Workforce Investment,Jim Banks,
House Committee on Education and Labor,Higher Education and Workforce Investment,Susan A. Davis,Ranking Member
House Committee on Education and Labor,Higher Education and Workforce Investment,Joe Courtney,
House Committee on Education and Labor,Higher Education and Workforce Investment,Alma S. Adams,
House Committee on Education and Labor,Higher Education and Workforce Investment,Mark DeSaulnier,
House Committee on Education and Labor,Higher Education and Workforce Investment,Raja Krishnamoorthi,
House Committee on Education and Labor,Higher Education and Workforce Investment,Jared Polis,
House Committee on Education and Labor,Higher Education and Workforce Investment,Gregorio Kilili Camacho Sablan,
House Committee on Education and Labor,Higher Education and Workforce Investment,Mark Takano,
House Committee on Education and Labor,Higher Education and Workforce Investment,Lisa Blunt Rochester,
House Committee on Education and Labor,Higher Education and Workforce Investment,Adriano Espaillat,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Todd Rokita,Chair
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",David P. Roe,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Glenn Thompson,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Luke Messer,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Dave Brat,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Thomas A. Garrett Jr.,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Karen C. Handel,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Jared Polis,Ranking Member
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Raul M. Grijalva,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Marcia L. Fudge,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Suzanne Bonamici,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Susan A. Davis,
House Committee on Education and Labor,"Early Childhood, Elementary, and Secondary Education",Frederica S. Wilson,
House Committee on Foreign Affairs,,Edward R. Royce,Chair
House Committee on Foreign Affairs,,Christopher H. Smith,
House Committee on Foreign Affairs,,Ileana Ros-Lehtinen,
House Committee on Foreign Affairs,,Dana Rohrabacher,
House Committee on Foreign Affairs,,Steve Chabot,
House Committee on Foreign Affairs,,Joe Wilson,
House Committee on Foreign Affairs,,Michael T. McCaul,
House Committee on Foreign Affairs,,Ted Poe,
House Committee on Foreign Affairs,,Darrell E. Issa,
House Committee on Foreign Affairs,,Tom Marino,
House Committee on Foreign Affairs,,Mo Brooks,
House Committee on Foreign Affairs,,Paul Cook,
House Committee on Foreign Affairs,,Scott Perry,
House Committee on Foreign Affairs,,Mark Meadows,
House Committee on Foreign Affairs,,Ted S. Yoho,
House Committee on Foreign Affairs,,Adam Kinzinger,
House Committee on Foreign Affairs,,Lee M. Zeldin,
House Committee on Foreign Affairs,,Daniel M. Donovan Jr.,
House Committee on Foreign Affairs,,F. James Sensenbrenner Jr.,
House Committee on Foreign Affairs,,Ann Wagner,
House Committee on Foreign Affairs,,Brian J. Mast,
House Committee on Foreign Affairs,,Francis Rooney,
House Committee on Foreign Affairs,,Brian K. Fitzpatrick,
House Committee on Foreign Affairs,,Thomas A. Garrett Jr.,
House Committee on Foreign Affairs,,John R. Curtis,
House Committee on Foreign Affairs,,Eliot L. Engel,Ranking Member
House Committee on Foreign Affairs,,Brad Sherman,
House Committee on Foreign Affairs,,Gregory W. Meeks,
House Committee on Foreign Affairs,,Albio Sires,
House Committee on Foreign Affairs,,Gerald E. Connolly,
House Committee on Foreign Affairs,,Theodore E. Deutch,
House Committee on Foreign Affairs,,Karen Bass,
House Committee on Foreign Affairs,,William R. Keating,
House Committee on Foreign Affairs,,David N. Cicilline,
House Committee on Foreign Affairs,,Ami Bera,
House Committee on Foreign Affairs,,Lois Frankel,
House Committee on Foreign Affairs,,Tulsi Gabbard,
House Committee on Foreign Affairs,,Joaquin Castro,
House Committee on Foreign Affairs,,Robin L. Kelly,
House Committee on Foreign Affairs,,Brendan F. Boyle,
House Committee on Foreign Affairs,,Dina Titus,
House Committee on Foreign Affairs,,Norma J. Torres,
House Committee on Foreign Affairs,,Bradley Scott Schneider,
House Committee on Foreign Affairs,,Thomas R. Suozzi,
House Committee on Foreign Affairs,,Adriano Espaillat,
House Committee on Foreign Affairs,,Ted Lieu,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Ted S. Yoho,Chair
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Dana Rohrabacher,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Steve Chabot,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Tom Marino,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Mo Brooks,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Scott Perry,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Adam Kinzinger,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Ann Wagner,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Brad Sherman,Ranking Member
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Ami Bera,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Dina Titus,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Gerald E. Connolly,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Theodore E. Deutch,
House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation",Tulsi Gabbard,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Paul Cook,Chair
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Christopher H. Smith,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Ileana Ros-Lehtinen,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Michael T. McCaul,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Mo Brooks,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Ted S. Yoho,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Francis Rooney,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Albio Sires,Ranking Member
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Joaquin Castro,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Robin L. Kelly,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Norma J. Torres,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Adriano Espaillat,
House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade",Gregory W. Meeks,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Ileana Ros-Lehtinen,Chair
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Steve Chabot,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Darrell E. Issa,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Mark Meadows,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Adam Kinzinger,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Lee M. Zeldin,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Daniel M. Donovan Jr.,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Ann Wagner,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Brian J. Mast,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Brian K. Fitzpatrick,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",John R. Curtis,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Theodore E. Deutch,Ranking Member
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Gerald E. Connolly,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",David N. Cicilline,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Lois Frankel,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Brendan F. Boyle,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Tulsi Gabbard,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Bradley Scott Schneider,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Thomas R. Suozzi,
House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism",Ted Lieu,
House Committee on Foreign Affairs,"Europe, Eurasia, Energy, and the Environment",Dana Rohrabacher,Chair
House Committee on Foreign Affairs,"Europe, Eurasia, Energy, and the Environment",Joe Wilson,
House Committee on Foreign Affairs,"Europe, Eurasia, Energy, and the Environment",Ted Poe,
House Committee on Foreign Affairs,"Europe, Eurasia, Energy, and the Environment",Tom Marino,
House Committee on Foreign Affairs,"Europe, Eurasia, Energy, and the Environment",F. James Sensenbrenner Jr.,
House Committee on Foreign Affairs,"Europe, Eurasia, Energy, and the Environment",Francis Rooney,
House Committee on Foreign Affairs,"Europe, Eurasia, Energy, and the Environment",Brian K. Fitzpatrick,
House Committee on Foreign Affairs,"Europe, Eurasia, Energy, and the Environment",John R. Curtis,
House Committee on Foreign Affairs,"Europe, Eurasia, Energy, and the Environment",Gregory W. Meeks,Ranking Member
House Committee on Foreign Affairs,"Europe, Eurasia, Energy, and the Environment",Brad Sherman,
House Committee on Foreign Affairs,"Europe, Eurasia, Energy, and the Environment",Albio Sires,
House Committee on Foreign Affairs,"Europe, Eurasia, Energy, and the Environment",William R. Keating,
House Committee on Foreign Affairs,"Europe, Eurasia, Energy, and the Environment",David N. Cicilline,
House Committee on Foreign Affairs,"Europe, Eurasia, Energy, and the Environment",Robin L. Kelly,
House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations",Christopher H. Smith,Chair
House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations",Mark Meadows,
House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations",Daniel M. Donovan Jr.,
House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations",F. James Sensenbrenner Jr.,
House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations",Thomas A. Garrett Jr.,
House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations",Karen Bass,Ranking Member
House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations",Ami Bera,
House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations",Joaquin Castro,
House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations",Thomas R. Suozzi,
House Committee on Foreign Affairs,Oversight and Investigations,Ted Poe,Chair
House Committee on Foreign Affairs,Oversight and Investigations,Joe Wilson,
House Committee on Foreign Affairs,Oversight and Investigations,Darrell E. Issa,
House Committee on Foreign Affairs,Oversight and Investigations,Paul Cook,
House Committee on Foreign Affairs,Oversight and Investigations,Scott Perry,
House Committee on Foreign Affairs,Oversight and Investigations,Lee M. Zeldin,
House Committee on Foreign Affairs,Oversight and Investigations,Brian J. Mast,
House Committee on Foreign Affairs,Oversight and Investigations,Thomas A. Garrett Jr.,
House Committee on Foreign Affairs,Oversight and Investigations,William R. Keating,Ranking Member
House Committee on Foreign Affairs,Oversight and Investigations,Lois Frankel,
House Committee on Foreign Affairs,Oversight and Investigations,Brendan F. Boyle,
House Committee on Foreign Affairs,Oversight and Investigations,Dina Titus,
House Committee on Foreign Affairs,Oversight and Investigations,Norma J. Torres,
House Committee on Foreign Affairs,Oversight and Investigations,Bradley Scott Schneider,
House Committee on Oversight and Reform,,Trey Gowdy,Chair
House Committee on Oversight and Reform,,John J. Duncan Jr.,
House Committee on Oversight and Reform,,Darrell E. Issa,
House Committee on Oversight and Reform,,Jim Jordan,
House Committee on Oversight and Reform,,Mark Sanford,
House Committee on Oversight and Reform,,Justin Amash,
House Committee on Oversight and Reform,,Paul A. Gosar,
House Committee on Oversight and Reform,,Scott DesJarlais,
House Committee on Oversight and Reform,,Virginia Foxx,
House Committee on Oversight and Reform,,Thomas Massie,
House Committee on Oversight and Reform,,Mark Meadows,
House Committee on Oversight and Reform,,Dennis A. Ross,
House Committee on Oversight and Reform,,Mark Walker,
House Committee on Oversight and Reform,,Rod Blum,
House Committee on Oversight and Reform,,Jody B. Hice,
House Committee on Oversight and Reform,,Steve Russell,
House Committee on Oversight and Reform,,Glenn Grothman,
House Committee on Oversight and Reform,,Will Hurd,
House Committee on Oversight and Reform,,Gary J. Palmer,
House Committee on Oversight and Reform,,James Comer,
House Committee on Oversight and Reform,,Paul Mitchell,
House Committee on Oversight and Reform,,Greg Gianforte,
House Committee on Oversight and Reform,,Michael Cloud,
House Committee on Oversight and Reform,,Elijah E. Cummings,Ranking Member
House Committee on Oversight and Reform,,Carolyn B. Maloney,
House Committee on Oversight and Reform,,Eleanor Holmes Norton,
House Committee on Oversight and Reform,,Wm. Lacy Clay,
House Committee on Oversight and Reform,,Stephen F. Lynch,
House Committee on Oversight and Reform,,Jim Cooper,
House Committee on Oversight and Reform,,Gerald E. Connolly,
House Committee on Oversight and Reform,,Robin L. Kelly,
House Committee on Oversight and Reform,,Brenda L. Lawrence,
House Committee on Oversight and Reform,,Bonnie Watson Coleman,
House Committee on Oversight and Reform,,Raja Krishnamoorthi,
House Committee on Oversight and Reform,,Jamie Raskin,
House Committee on Oversight and Reform,,Jimmy Gomez,
House Committee on Oversight and Reform,,Peter Welch,
House Committee on Oversight and Reform,,Matt Cartwright,
House Committee on Oversight and Reform,,Mark DeSaulnier,
House Committee on Oversight and Reform,,Stacey E. Plaskett,
House Committee on Oversight and Reform,,John P. Sarbanes,
House Committee on Oversight and Reform,National Security,Steve Russell,Chair
House Committee on Oversight and Reform,National Security,John J. Duncan Jr.,
House Committee on Oversight and Reform,National Security,Justin Amash,
House Committee on Oversight and Reform,National Security,Paul A. Gosar,
House Committee on Oversight and Reform,National Security,Virginia Foxx,
House Committee on Oversight and Reform,National Security,Jody B. Hice,
House Committee on Oversight and Reform,National Security,James Comer,
House Committee on Oversight and Reform,National Security,Stephen F. Lynch,Ranking Member
House Committee on Oversight and Reform,National Security,Peter Welch,
House Committee on Oversight and Reform,National Security,Mark DeSaulnier,
House Committee on Oversight and Reform,National Security,Jimmy Gomez,
House Committee on Oversight and Reform,National Security,John P. Sarbanes,
House Committee on Oversight and Reform,Government Operations,Mark Meadows,Chair
House Committee on Oversight and Reform,Government Operations,Jody B. Hice,Vice Chair
House Committee on Oversight and Reform,Government Operations,Jim Jordan,
House Committee on Oversight and Reform,Government Operations,Mark Sanford,
House Committee on Oversight and Reform,Government Operations,Thomas Massie,
House Committee on Oversight and Reform,Government Operations,Dennis A. Ross,
House Committee on Oversight and Reform,Government Operations,Rod Blum,
House Committee on Oversight and Reform,Government Operations,Gerald E. Connolly,Ranking Member
House Committee on Oversight and Reform,Government Operations,Carolyn B. Maloney,
House Committee on Oversight and Reform,Government Operations,Eleanor Holmes Norton,
House Committee on Oversight and Reform,Government Operations,Wm. Lacy Clay,
House Committee on Oversight and Reform,Government Operations,Brenda L. Lawrence,
House Committee on Oversight and Reform,Government Operations,Bonnie Watson Coleman,
House Committee on Oversight and Reform,Information Technology,Will Hurd,Chair
House Committee on Oversight and Reform,Information Technology,Paul Mitchell,Vice Chair
House Committee on Oversight and Reform,Information Technology,Darrell E. Issa,
House Committee on Oversight and Reform,Information Technology,Justin Amash,
House Committee on Oversight and Reform,Information Technology,Steve Russell,
House Committee on Oversight and Reform,Information Technology,Greg Gianforte,
House Committee on Oversight and Reform,Information Technology,Michael Cloud,
House Committee on Oversight and Reform,Information Technology,Robin L. Kelly,Ranking Member
House Committee on Oversight and Reform,Information Technology,Jamie Raskin,
House Committee on Oversight and Reform,Information Technology,Stephen F. Lynch,
House Committee on Oversight and Reform,Information Technology,Gerald E. Connolly,
House Committee on Oversight and Reform,Information Technology,Raja Krishnamoorthi,
House Committee on Oversight and Reform,"Healthcare, Benefits, and Administrative Rules",Jim Jordan,Chair
House Committee on Oversight and Reform,"Healthcare, Benefits, and Administrative Rules",Mark Walker,Vice Chair
House Committee on Oversight and Reform,"Healthcare, Benefits, and Administrative Rules",Darrell E. Issa,
House Committee on Oversight and Reform,"Healthcare, Benefits, and Administrative Rules",Mark Sanford,
House Committee on Oversight and Reform,"Healthcare, Benefits, and Administrative Rules",Scott DesJarlais,
House Committee on Oversight and Reform,"Healthcare, Benefits, and Administrative Rules",Mark Meadows,
House Committee on Oversight and Reform,"Healthcare, Benefits, and Administrative Rules",Glenn Grothman,
House Committee on Oversight and Reform,"Healthcare, Benefits, and Administrative Rules",Paul Mitchell,
House Committee on Oversight and Reform,"Healthcare, Benefits, and Administrative Rules",Raja Krishnamoorthi,Ranking Member
House Committee on Oversight and Reform,"Healthcare, Benefits, and Administrative Rules",Jim Cooper,
House Committee on Oversight and Reform,"Healthcare, Benefits, and Administrative Rules",Eleanor Holmes Norton,
House Committee on Oversight and Reform,"Healthcare, Benefits, and Administrative Rules",Robin L. Kelly,
