Committee,Subcommittee,Name,Title
"Senate Committee on Agriculture, Nutrition, and Forestry",,John Boozman,
"Senate Committee on Agriculture, Nutrition, and Forestry",,John Hoeven,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Joni Ernst,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Chuck Grassley,
"Senate Committee on Agriculture, Nutrition, and Forestry",,John Thune,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Steve Daines,
"Senate Committee on Agriculture, Nutrition, and Forestry",,David Perdue,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Deb Fischer,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Cindy Hyde-Smith,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Debbie Stabenow,Ranking Member
"Senate Committee on Agriculture, Nutrition, and Forestry",,Patrick J. Leahy,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Sherrod Brown,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Amy Klobuchar,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Michael F. Bennet,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Kirsten E. Gillibrand,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Joe Donnelly,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Heidi Heitkamp,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Robert P. Casey Jr.,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Tina Smith,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",John Boozman,Chairman
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",John Hoeven,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Chuck Grassley,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",John Thune,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Steve Daines,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",David Perdue,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Cindy Hyde-Smith,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Pat Roberts,Ex Officio
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Heidi Heitkamp,Ranking Member
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Sherrod Brown,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Michael F. Bennet,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Kirsten E. Gillibrand,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Joe Donnelly,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Tina Smith,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Debbie Stabenow,Ex Officio
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Steve Daines,Chairman
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Mitch McConnell,
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",John Boozman,
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Chuck Grassley,
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",David Perdue,
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Cindy Hyde-Smith,
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Pat Roberts,Ex Officio
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Michael F. Bennet,Ranking Member
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Patrick J. Leahy,
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Amy Klobuchar,
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Joe Donnelly,
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Robert P. Casey Jr.,
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Debbie Stabenow,Ex Officio
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Joni Ernst,Chairman
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,John Boozman,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,John Hoeven,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,John Thune,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Steve Daines,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Deb Fischer,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Cindy Hyde-Smith,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Pat Roberts,Ex Officio
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Tina Smith,Ranking Member
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Sherrod Brown,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Amy Klobuchar,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Michael F. Bennet,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Joe Donnelly,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Heidi Heitkamp,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Debbie Stabenow,Ex Officio
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",David Perdue,Chairman
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Mitch McConnell,
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",John Boozman,
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",John Hoeven,
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Joni Ernst,
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Deb Fischer,
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Pat Roberts,Ex Officio
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Robert P. Casey Jr.,Ranking Member
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Patrick J. Leahy,
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Sherrod Brown,
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Kirsten E. Gillibrand,
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Tina Smith,
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Debbie Stabenow,Ex Officio
"Senate Committee on Agriculture, Nutrition, and Forestry","Livestock, Marketing, and Agriculture Security",Deb Fischer,Chairman
"Senate Committee on Agriculture, Nutrition, and Forestry","Livestock, Marketing, and Agriculture Security",Mitch McConnell,
"Senate Committee on Agriculture, Nutrition, and Forestry","Livestock, Marketing, and Agriculture Security",Joni Ernst,
"Senate Committee on Agriculture, Nutrition, and Forestry","Livestock, Marketing, and Agriculture Security",Chuck Grassley,
"Senate Committee on Agriculture, Nutrition, and Forestry","Livestock, Marketing, and Agriculture Security",John Thune,
"Senate Committee on Agriculture, Nutrition, and Forestry","Livestock, Marketing, and Agriculture Security",Steve Daines,
"Senate Committee on Agriculture, Nutrition, and Forestry","Livestock, Marketing, and Agriculture Security",Pat Roberts,Ex Officio
"Senate Committee on Agriculture, Nutrition, and Forestry","Livestock, Marketing, and Agriculture Security",Kirsten E. Gillibrand,Ranking Member
"Senate Committee on Agriculture, Nutrition, and Forestry","Livestock, Marketing, and Agriculture Security",Patrick J. Leahy,
"Senate Committee on Agriculture, Nutrition, and Forestry","Livestock, Marketing, and Agriculture Security",Amy Klobuchar,
"Senate Committee on Agriculture, Nutrition, and Forestry","Livestock, Marketing, and Agriculture Security",Heidi Heitkamp,
"Senate Committee on Agriculture, Nutrition, and Forestry","Livestock, Marketing, and Agriculture Security",Robert P. Casey Jr.,
"Senate Committee on Agriculture, Nutrition, and Forestry","Livestock, Marketing, and Agriculture Security",Debbie Stabenow,Ex Officio
Senate Committee on Appropriations,,Richard C. Shelby,Chairman
Senate Committee on Appropriations,,Mitch McConnell,
Senate Committee on Appropriations,,Lamar Alexander,
Senate Committee on Appropriations,,Susan M. Collins,
Senate Committee on Appropriations,,Lisa Murkowski,
Senate Committee on Appropriations,,Lindsey Graham,
Senate Committee on Appropriations,,Roy Blunt,
Senate Committee on Appropriations,,Jerry Moran,
Senate Committee on Appropriations,,John Hoeven,
Senate Committee on Appropriations,,John Boozman,
Senate Committee on Appropriations,,Shelley Moore Capito,
Senate Committee on Appropriations,,James Lankford,
Senate Committee on Appropriations,,Steve Daines,
Senate Committee on Appropriations,,John Kennedy,
Senate Committee on Appropriations,,Marco Rubio,
Senate Committee on Appropriations,,Cindy Hyde-Smith,
Senate Committee on Appropriations,,Patrick J. Leahy,Ranking Member
Senate Committee on Appropriations,,Patty Murray,
Senate Committee on Appropriations,,Dianne Feinstein,
Senate Committee on Appropriations,,Richard J. Durbin,
Senate Committee on Appropriations,,Jack Reed,
Senate Committee on Appropriations,,Jon Tester,
Senate Committee on Appropriations,,Tom Udall,
Senate Committee on Appropriations,,Jeanne Shaheen,
Senate Committee on Appropriations,,Jeff Merkley,
Senate Committee on Appropriations,,Christopher A. Coons,
Senate Committee on Appropriations,,Brian Schatz,
Senate Committee on Appropriations,,Tammy Baldwin,
Senate Committee on Appropriations,,Christopher Murphy,
Senate Committee on Appropriations,,Joe Manchin III,
Senate Committee on Appropriations,,Chris Van Hollen,
Senate Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",John Hoeven,Chairman
Senate Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Mitch McConnell,
Senate Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Susan M. Collins,
Senate Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Roy Blunt,
Senate Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Jerry Moran,
Senate Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Marco Rubio,
Senate Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Cindy Hyde-Smith,
Senate Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Richard C. Shelby,Ex Officio
Senate Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Jeff Merkley,Ranking Member
Senate Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Dianne Feinstein,
Senate Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Jon Tester,
Senate Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Tom Udall,
Senate Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Patrick J. Leahy,
Senate Committee on Appropriations,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Tammy Baldwin,
Senate Committee on Appropriations,Department of Defense,Richard C. Shelby,Chairman
Senate Committee on Appropriations,Department of Defense,Mitch McConnell,
Senate Committee on Appropriations,Department of Defense,Lamar Alexander,
Senate Committee on Appropriations,Department of Defense,Susan M. Collins,
Senate Committee on Appropriations,Department of Defense,Lisa Murkowski,
Senate Committee on Appropriations,Department of Defense,Lindsey Graham,
Senate Committee on Appropriations,Department of Defense,Roy Blunt,
Senate Committee on Appropriations,Department of Defense,Steve Daines,
Senate Committee on Appropriations,Department of Defense,Jerry Moran,
Senate Committee on Appropriations,Department of Defense,John Hoeven,
Senate Committee on Appropriations,Department of Defense,Richard J. Durbin,Ranking Member
Senate Committee on Appropriations,Department of Defense,Patrick J. Leahy,
Senate Committee on Appropriations,Department of Defense,Dianne Feinstein,
Senate Committee on Appropriations,Department of Defense,Patty Murray,
Senate Committee on Appropriations,Department of Defense,Jack Reed,
Senate Committee on Appropriations,Department of Defense,Jon Tester,
Senate Committee on Appropriations,Department of Defense,Tom Udall,
Senate Committee on Appropriations,Department of Defense,Brian Schatz,
Senate Committee on Appropriations,Department of Defense,Tammy Baldwin,
Senate Committee on Appropriations,Legislative Branch,Steve Daines,Chairman
Senate Committee on Appropriations,Legislative Branch,Cindy Hyde-Smith,
Senate Committee on Appropriations,Legislative Branch,Richard C. Shelby,
Senate Committee on Appropriations,Legislative Branch,Christopher Murphy,Ranking Member
Senate Committee on Appropriations,Legislative Branch,Chris Van Hollen,
Senate Committee on Appropriations,Legislative Branch,Patrick J. Leahy,Ex Officio
Senate Committee on Appropriations,Department of Homeland Security,Shelley Moore Capito,Chairman
Senate Committee on Appropriations,Department of Homeland Security,Richard C. Shelby,
Senate Committee on Appropriations,Department of Homeland Security,Lisa Murkowski,
Senate Committee on Appropriations,Department of Homeland Security,John Boozman,
Senate Committee on Appropriations,Department of Homeland Security,John Hoeven,
Senate Committee on Appropriations,Department of Homeland Security,James Lankford,
Senate Committee on Appropriations,Department of Homeland Security,John Kennedy,
Senate Committee on Appropriations,Department of Homeland Security,Jon Tester,Ranking Member
Senate Committee on Appropriations,Department of Homeland Security,Jeanne Shaheen,
Senate Committee on Appropriations,Department of Homeland Security,Patrick J. Leahy,
Senate Committee on Appropriations,Department of Homeland Security,Patty Murray,
Senate Committee on Appropriations,Department of Homeland Security,Tammy Baldwin,
Senate Committee on Appropriations,Department of Homeland Security,Joe Manchin III,
Senate Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Jerry Moran,Chairman
Senate Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Lamar Alexander,
Senate Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Lisa Murkowski,
Senate Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Susan M. Collins,
Senate Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Lindsey Graham,
Senate Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",John Boozman,
Senate Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Shelley Moore Capito,
Senate Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",James Lankford,
Senate Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",John Kennedy,
Senate Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Richard C. Shelby,Ex Officio
Senate Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Jeanne Shaheen,Ranking Member
Senate Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Patrick J. Leahy,
Senate Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Dianne Feinstein,
Senate Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Jack Reed,
Senate Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Christopher A. Coons,
Senate Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Brian Schatz,
Senate Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Joe Manchin III,
Senate Committee on Appropriations,"Commerce, Justice, Science, and Related Agencies",Chris Van Hollen,
Senate Committee on Appropriations,"Department of the Interior, Environment, and Related Agencies",Lisa Murkowski,Chairman
Senate Committee on Appropriations,"Department of the Interior, Environment, and Related Agencies",Lamar Alexander,
Senate Committee on Appropriations,"Department of the Interior, Environment, and Related Agencies",Roy Blunt,
Senate Committee on Appropriations,"Department of the Interior, Environment, and Related Agencies",Mitch McConnell,
Senate Committee on Appropriations,"Department of the Interior, Environment, and Related Agencies",Steve Daines,
Senate Committee on Appropriations,"Department of the Interior, Environment, and Related Agencies",Shelley Moore Capito,
Senate Committee on Appropriations,"Department of the Interior, Environment, and Related Agencies",Marco Rubio,
Senate Committee on Appropriations,"Department of the Interior, Environment, and Related Agencies",Cindy Hyde-Smith,
Senate Committee on Appropriations,"Department of the Interior, Environment, and Related Agencies",Richard C. Shelby,Ex Officio
Senate Committee on Appropriations,"Department of the Interior, Environment, and Related Agencies",Tom Udall,Ranking Member
Senate Committee on Appropriations,"Department of the Interior, Environment, and Related Agencies",Dianne Feinstein,
Senate Committee on Appropriations,"Department of the Interior, Environment, and Related Agencies",Patrick J. Leahy,
Senate Committee on Appropriations,"Department of the Interior, Environment, and Related Agencies",Jack Reed,
Senate Committee on Appropriations,"Department of the Interior, Environment, and Related Agencies",Jon Tester,
Senate Committee on Appropriations,"Department of the Interior, Environment, and Related Agencies",Jeff Merkley,
Senate Committee on Appropriations,"Department of the Interior, Environment, and Related Agencies",Chris Van Hollen,
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",Roy Blunt,Chairman
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",Richard C. Shelby,
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",Lamar Alexander,
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",Lindsey Graham,
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",Jerry Moran,
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",Shelley Moore Capito,
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",James Lankford,
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",John Kennedy,
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",Marco Rubio,
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",Cindy Hyde-Smith,
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",Patty Murray,Ranking Member
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",Richard J. Durbin,
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",Jack Reed,
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",Jeanne Shaheen,
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",Jeff Merkley,
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",Brian Schatz,
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",Tammy Baldwin,
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",Christopher Murphy,
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",Joe Manchin III,
Senate Committee on Appropriations,"Departments of Labor, Health and Human Services, and Education, and Related Agencies",Patrick J. Leahy,Ex Officio
Senate Committee on Appropriations,"Military Construction and Veterans Affairs, and Related Agencies",John Boozman,Chairman
Senate Committee on Appropriations,"Military Construction and Veterans Affairs, and Related Agencies",Mitch McConnell,
Senate Committee on Appropriations,"Military Construction and Veterans Affairs, and Related Agencies",Lisa Murkowski,
Senate Committee on Appropriations,"Military Construction and Veterans Affairs, and Related Agencies",John Hoeven,
Senate Committee on Appropriations,"Military Construction and Veterans Affairs, and Related Agencies",Susan M. Collins,
Senate Committee on Appropriations,"Military Construction and Veterans Affairs, and Related Agencies",Shelley Moore Capito,
Senate Committee on Appropriations,"Military Construction and Veterans Affairs, and Related Agencies",Jerry Moran,
Senate Committee on Appropriations,"Military Construction and Veterans Affairs, and Related Agencies",Marco Rubio,
Senate Committee on Appropriations,"Military Construction and Veterans Affairs, and Related Agencies",Richard C. Shelby,Ex Officio
Senate Committee on Appropriations,"Military Construction and Veterans Affairs, and Related Agencies",Brian Schatz,Ranking Member
Senate Committee on Appropriations,"Military Construction and Veterans Affairs, and Related Agencies",Jon Tester,
Senate Committee on Appropriations,"Military Construction and Veterans Affairs, and Related Agencies",Patty Murray,
Senate Committee on Appropriations,"Military Construction and Veterans Affairs, and Related Agencies",Jack Reed,
Senate Committee on Appropriations,"Military Construction and Veterans Affairs, and Related Agencies",Tom Udall,
Senate Committee on Appropriations,"Military Construction and Veterans Affairs, and Related Agencies",Tammy Baldwin,
Senate Committee on Appropriations,"Military Construction and Veterans Affairs, and Related Agencies",Christopher Murphy,
Senate Committee on Appropriations,"Military Construction and Veterans Affairs, and Related Agencies",Patrick J. Leahy,Ex Officio
Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",Lindsey Graham,Chairman
Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",Mitch McConnell,
Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",Roy Blunt,
Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",John Boozman,
Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",James Lankford,
Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",Steve Daines,
Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",Marco Rubio,
Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",Cindy Hyde-Smith,
Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",Richard C. Shelby,Ex Officio
Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",Patrick J. Leahy,Ranking Member
Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",Richard J. Durbin,
Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",Jeanne Shaheen,
Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",Christopher A. Coons,
Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",Jeff Merkley,
Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",Christopher Murphy,
Senate Committee on Appropriations,"State, Foreign Operations, and Related Programs",Chris Van Hollen,
Senate Committee on Appropriations,Energy and Water Development,Lamar Alexander,Chairman
Senate Committee on Appropriations,Energy and Water Development,Mitch McConnell,
Senate Committee on Appropriations,Energy and Water Development,Richard C. Shelby,
Senate Committee on Appropriations,Energy and Water Development,Susan M. Collins,
Senate Committee on Appropriations,Energy and Water Development,Lisa Murkowski,
Senate Committee on Appropriations,Energy and Water Development,Lindsey Graham,
Senate Committee on Appropriations,Energy and Water Development,John Hoeven,
Senate Committee on Appropriations,Energy and Water Development,John Kennedy,
Senate Committee on Appropriations,Energy and Water Development,James Lankford,
Senate Committee on Appropriations,Energy and Water Development,Dianne Feinstein,Ranking Member
Senate Committee on Appropriations,Energy and Water Development,Patty Murray,
Senate Committee on Appropriations,Energy and Water Development,Jon Tester,
Senate Committee on Appropriations,Energy and Water Development,Richard J. Durbin,
Senate Committee on Appropriations,Energy and Water Development,Tom Udall,
Senate Committee on Appropriations,Energy and Water Development,Jeanne Shaheen,
Senate Committee on Appropriations,Energy and Water Development,Jeff Merkley,
Senate Committee on Appropriations,Energy and Water Development,Christopher A. Coons,
Senate Committee on Appropriations,Energy and Water Development,Patrick J. Leahy,Ex Officio
Senate Committee on Appropriations,Financial Services and General Government,James Lankford,Chairman
Senate Committee on Appropriations,Financial Services and General Government,Jerry Moran,
Senate Committee on Appropriations,Financial Services and General Government,John Boozman,
Senate Committee on Appropriations,Financial Services and General Government,Steve Daines,
Senate Committee on Appropriations,Financial Services and General Government,John Kennedy,
Senate Committee on Appropriations,Financial Services and General Government,Richard C. Shelby,Ex Officio
Senate Committee on Appropriations,Financial Services and General Government,Christopher A. Coons,Ranking Member
Senate Committee on Appropriations,Financial Services and General Government,Richard J. Durbin,
Senate Committee on Appropriations,Financial Services and General Government,Joe Manchin III,
Senate Committee on Appropriations,Financial Services and General Government,Chris Van Hollen,
